node_id,node_type
CYP2D6,target
CYP2E1,target
CYP2J2,target
CYP3A4,target
CYP3A5,target
CYP3A7,target
CYP46A1,target
CYP4B1,target
CYP4F3,target
CYP51A1,target
CYP7A1,target
CYP8B1,target
CYSLTR1,target
CYSLTR2,target
DAG1,target
DAGLA,target
DAO,target
DAPK1,target
DAPK2,target
DAPK3,target
DAXX,target
DBH,target
DBI,target
DBP,target
DCK,target
DCLK3,target
DCT,target
DCTPP1,target
DDAH1,target
DDC,target
DDIT3,target
DDIT4,target
DDIT4L,target
DDX5,target
DECR1,target
DEPTOR,target
DFFA,target
DFFB,target
DGAT1,target
DHCR24,target
DHCR7,target
DHFR,target
DHODH,target
DIABLO,target
DIO1,target
DKK1,target
DLAT,target
DLC1,target
DLG4,target
DLK1,target
DMP1,target
DMPK,target
DNAH8,target
DNAJB4,target
DNAJC5,target
DNER,target
DNMT1,target
DNMT3A,target
DNMT3B,target
DNPEP,target
DNPH1,target
DNTT,target
DOT1L,target
DPP4,target
DPYD,target
DPYSL2,target
DRD1,target
DRD2,target
DRD3,target
DRD4,target
DRD5,target
DSPP,target
DUOX2,target
DUSP1,target
DUSP3,target
DYNC1LI1,target
DYRK1A,target
DYRK1B,target
DYRK2,target
DYRK3,target
DYRK4,target
DYSF,target
E2F1,target
E2F2,target
ECE1,target
ECI1,target
ECM1,target
EDN1,target
EDN2,target
EDN3,target
EDNRA,target
EDNRB,target
EED,target
EEF2,target
EFNB2,target
EGF,target
EGFR,target
EGLN1,target
EGLN3,target
EGR1,target
EGR2,target
EHHADH,target
EHMT1,target
EHMT2,target
EIF2AK2,target
EIF2AK3,target
EIF2S1,target
EIF4A1,target
EIF4B,target
EIF4E,target
EIF4EBP1,target
EIF5B,target
EIF6,target
ELANE,target
ELAVL1,target
ELAVL3,target
ELAVL4,target
ELK1,target
EMP2,target
ENDOG,target
ENG,target
ENO2,target
ENOX2,target
ENPEP,target
ENPP1,target
ENPP2,target
ENPP7,target
EP300,target
EPHA1,target
EPHA2,target
EPHA3,target
EPHA4,target
EPHA5,target
EPHA6,target
EPHA8,target
EPHB1,target
EPHB4,target
EPHB6,target
EPHX1,target
EPHX2,target
EPO,target
EPOR,target
ERAP1,target
ERBB2,target
ERBB3,target
ERBB4,target
ERCC1,target
ERG,target
ERN1,target
ERN2,target
ERRFI1,target
ESM1,target
ESR1,target
ESR2,target
ESRRA,target
ESRRB,target
ESRRG,target
ETF1,target
ETS1,target
EYA3,target
EZH1,target
EZH2,target
EZR,target
F11R,target
F12,target
F13A1,target
F2,target
F2R,target
F2RL1,target
F3,target
FAAH,target
FABP1,target
FABP2,target
FABP3,target
FABP4,target
FABP5,target
FABP6,target
FABP7,target
FAH,target
FANCD2,target
FAS,target
FASLG,target
FASN,target
FBLN1,target
FBLN2,target
FBP1,target
FBXO32,target
FBXW7,target
FCAMR,target
FCER1A,target
FCER2,target
FCGR1A,target
FDPS,target
FECH,target
FEN1,target
FFAR1,target
FFAR3,target
FFAR4,target
FGB,target
FGF1,target
FGF10,target
FGF19,target
FGF2,target
FGF21,target
FGF23,target
FGF7,target
FGFR1,target
FGFR2,target
FGFR4,target
FGR,target
FH,target
FKBP14,target
FKBP1A,target
FKBP4,target
FKBP5,target
FLG,target
FLT1,target
FLT3,target
FLT4,target
FN1,target
FNDC5,target
FOLH1,target
FOLR2,target
FOS,target
FOSB,target
FOSL1,target
FOSL2,target
FOXD3,target
FOXM1,target
FOXO1,target
FOXO3,target
FOXP3,target
FPR3,target
FRK,target
FSCN1,target
FSHB,target
FSHR,target
FTH1,target
FTO,target
FUCA1,target
FUNDC1,target
FURIN,target
FUS,target
FUT4,target
FUT5,target
FUT7,target
FUT9,target
FXN,target
FXR1,target
FXYD2,target
FYN,target
FZD1,target
FZD7,target
FZD8,target
G3BP1,target
G6PC1,target
G6PD,target
GAA,target
GABARAP,target
GABBR1,target
GABRA1,target
GABRA2,target
GABRA3,target
GABRA4,target
GABRA5,target
GABRB2,target
GABRB3,target
GABRG1,target
GABRG2,target
GABRR1,target
GABRR3,target
GAD1,target
GAD2,target
GADD45A,target
GADD45B,target
GAK,target
GALE,target
GALNT2,target
GAMT,target
GANAB,target
GAP43,target
GAPDH,target
GAST,target
GATA1,target
GATA2,target
GATA3,target
GBA1,target
GBA2,target
GBA3,target
GBF1,target
GC,target
GCG,target
GCK,target
GCLC,target
GCM1,target
GDA,target
GDE1,target
GDF15,target
GDF2,target
GDNF,target
GFAP,target
GFER,target
GGT1,target
GGT5,target
GH1,target
GHR,target
GHRL,target
GHSR,target
GJA1,target
GJB1,target
GJD4,target
GK,target
GLA,target
GLB1,target
GLI1,target
GLI2,target
GLIPR2,target
GLO1,target
GLP1R,target
GLRA1,target
GLRA2,target
GLS,target
GLUD1,target
GLUL,target
GMPPB,target
GNA12,target
GNAI1,target
GNB3,target
GNMT,target
GNRH1,target
GNRH2,target
GNRHR,target
GOT1,target
GP6,target
GPBAR1,target
GPCPD1,target
GPD1,target
GPD2,target
GPER1,target
GPI,target
GPR119,target
GPR137,target
GPR18,target
GPR183,target
GPR3,target
GPR35,target
GPR55,target
GPR65,target
GPR84,target
GPT,target
GPX1,target
GPX5,target
GRIA1,target
GRIA4,target
GRIN1,target
GRIN2A,target
GRIN2B,target
GRIN2C,target
GRIN2D,target
GRK2,target
GRK4,target
GRK5,target
GRK6,target
GRM1,target
GRM5,target
GSK3B,target
GSN,target
GSR,target
GSS,target
GSTA1,target
GSTA2,target
GSTK1,target
GSTM1,target
GSTM2,target
GSTM5,target
GSTO1,target
GSTP1,target
GUCA2A,target
GUCY1B1,target
GUCY2D,target
GUSB,target
GYPA,target
GYPB,target
GZMB,target
H1-0,target
H2AX,target
H6PD,target
HADHB,target
HAMP,target
HASPIN,target
HAT1,target
HAVCR1,target
HBB,target
HCAR1,target
HCAR2,target
HCAR3,target
HCK,target
HCN4,target
HCRT,target
HDAC1,target
HDAC11,target
HDAC2,target
HDAC3,target
HDAC4,target
HDAC6,target
HDAC8,target
HDAC9,target
HDC,target
HDGF,target
HES3,target
HEXA,target
HEXB,target
HFM1,target
HGF,target
HIF1A,target
HIF1AN,target
HINT1,target
HIPK4,target
HK1,target
HK2,target
HKDC1,target
HLA-G,target
HLF,target
HMGB1,target
HMGB3,target
HMGCR,target
HMGN1,target
HMGN3,target
HMGN5,target
HMOX1,target
HNF1A,target
HNF4A,target
HNMT,target
HNRNPA1,target
HNRNPA2B1,target
HOXA1,target
HOXA11,target
HOXB13,target
HOXC13,target
HOXD1,target
HP,target
HPCA,target
HPD,target
HPGDS,target
HPRT1,target
HPSE,target
HRAS,target
HRH1,target
HRH2,target
HRH3,target
HRH4,target
HSD11B1,target
HSD11B2,target
HSD17B1,target
HSD17B2,target
HSD17B3,target
HSD17B7,target
HSD3B1,target
HSD3B2,target
HSF1,target
HSP90AA1,target
HSP90AB1,target
HSP90B1,target
HSP90B2P,target
HSPA1A,target
HSPA4,target
HSPA5,target
HSPA8,target
HSPB1,target
HSPD1,target
HTR1A,target
HTR1B,target
HTR1D,target
HTR1E,target
HTR1F,target
HTR2A,target
HTR2B,target
HTR2C,target
HTR3A,target
HTR4,target
HTR5A,target
HTR6,target
HTR7,target
HVCN1,target
IAPP,target
IARS1,target
ICAM1,target
ICMT,target
ID1,target
IDE,target
IDH1,target
IDO1,target
IDO2,target
IER3,target
IER5,target
IFI27,target
IFIH1,target
IFNB1,target
IFNG,target
IGBP1,target
IGF1,target
IGF1R,target
IGF2,target
IGF2BP1,target
IGFBP1,target
IGFBP2,target
IGFBP3,target
IGFBP5,target
IGHE,target
IKBKB,target
IKBKG,target
IKZF1,target
IL10,target
IL11,target
IL12B,target
IL13,target
IL13RA2,target
IL16,target
IL17A,target
IL17B,target
IL18,target
IL1A,target
IL1B,target
IL2,target
IL21,target
IL22,target
IL2RA,target
IL33,target
IL4,target
IL5,target
IL6,target
IL6R,target
IL7R,target
ILK,target
IMPA1,target
IMPDH1,target
IMPDH2,target
ING4,target
INHA,target
INMT,target
INPPL1,target
INS,target
INSR,target
IP6K2,target
IPMK,target
IQGAP2,target
IRAK1,target
IRAK3,target
IRAK4,target
IREB2,target
IRF1,target
IRF3,target
IRF9,target
IRS1,target
ISG20,target
ISYNA1,target
ITGA2,target
ITGA3,target
ITGA4,target
ITGA5,target
ITGAL,target
ITGAM,target
ITGAV,target
ITGB1,target
ITGB2,target
ITGB3,target
ITIH4,target
ITK,target
ITPR1,target
IVL,target
JAG1,target
JAK1,target
JAK2,target
JAK3,target
JMJD6,target
JUN,target
JUNB,target
JUND,target
KAT2A,target
KAT2B,target
KAT5,target
KAT8,target
KCNA1,target
KCNA2,target
KCNA3,target
KCNA5,target
KCND3,target
KCNH1,target
KCNH2,target
KCNJ11,target
KCNJ2,target
KCNK10,target
KCNK18,target
KCNK2,target
KCNK3,target
KCNK9,target
KCNMA1,target
KCNMB1,target
KCNN2,target
KCNN3,target
KCNN4,target
KCNQ3,target
KDM1A,target
KDM2A,target
KDM3A,target
KDM4A,target
KDM4B,target
KDM4C,target
KDM4E,target
KDM5A,target
KDM5B,target
KDM6B,target
KDM7A,target
KDR,target
KEAP1,target
KHK,target
KIF11,target
KIF20A,target
KISS1,target
KIT,target
KITLG,target
KL,target
KLF1,target
KLF11,target
KLF15,target
KLF2,target
KLF4,target
KLF5,target
KLF7,target
KLK10,target
KLK3,target
KLK4,target
KLK5,target
KLRB1,target
KMT2A,target
KMT5C,target
KRAS,target
KRT1,target
KRT10,target
KRT14,target
KRT20,target
KRT5,target
KRT6A,target
L1CAM,target
L3MBTL1,target
L3MBTL3,target
LALBA,target
LAMP1,target
LAMP2,target
LARS1,target
LAT,target
LBP,target
LCK,target
LCN2,target
LCT,target
LDHA,target
LDHB,target
LDLR,target
LEF1,target
LEP,target
LEPR,target
LGALS3,target
LGSN,target
LHB,target
LIF,target
LIMK1,target
LIMK2,target
LIN28A,target
LIN28B,target
LIPE,target
LIPG,target
LMNB1,target
LMTK3,target
LORICRIN,target
LOX,target
LOXL2,target
LOXL3,target
LOXL4,target
LPIN1,target
LPL,target
LPO,target
LRIG1,target
LRP1,target
LRP5,target
LRP6,target
LRRK2,target
LTA4H,target
LTB4R,target
LTC4S,target
LTK,target
LY96,target
LYN,target
LYVE1,target
LYZ,target
MADCAM1,target
MADD,target
MAFA,target
MAFG,target
MAGEC3,target
MAOA,target
MAOB,target
MAP1B,target
MAP1LC3A,target
MAP1LC3B,target
MAP2,target
MAP2K1,target
MAP2K2,target
MAP2K4,target
MAP2K5,target
MAP2K6,target
MAP2K7,target
MAP3K1,target
MAP3K11,target
MAP3K19,target
MAP3K2,target
MAP3K20,target
MAP3K3,target
MAP3K5,target
MAP3K8,target
MAP4K4,target
MAP4K5,target
MAPK1,target
MAPK10,target
MAPK11,target
MAPK14,target
MAPK15,target
MAPK3,target
MAPK4,target
MAPK6,target
MAPK7,target
MAPK8,target
MAPK9,target
MAPKAP1,target
MAPKAPK2,target
MAPKAPK5,target
MAPT,target
MARCKS,target
MARK4,target
MAT1A,target
MAT2A,target
MAT2B,target
MB,target
MBD2,target
MBNL1,target
MBP,target
MBTD1,target
MBTPS1,target
MC1R,target
MC3R,target
MC4R,target
MC5R,target
MCIDAS,target
MCL1,target
MCM2,target
MCM3,target
MCM4,target
MCM5,target
MCM6,target
MCM7,target
MCU,target
MDC1,target
MDH2,target
MDK,target
MDM2,target
MDM4,target
ME1,target
MECP2,target
MEF2A,target
MEF2D,target
MELK,target
MEN1,target
MERTK,target
MET,target
METTL3,target
MFN2,target
MGAM,target
MGAT1,target
MGLL,target
MGMT,target
MGP,target
MGST1,target
MICAL1,target
MIF,target
MINK1,target
MIOX,target
MIP,target
MITF,target
MKI67,target
MKNK1,target
MKNK2,target
MLC1,target
MLNR,target
MLXIPL,target
MME,target
MMP1,target
MMP10,target
MMP11,target
MMP12,target
MMP13,target
MMP14,target
MMP2,target
MMP3,target
MMP7,target
MMP8,target
MMP9,target
MPDZ,target
MPEG1,target
MPG,target
MPI,target
MPL,target
MPO,target
MPP1,target
MPST,target
MPZ,target
MRC1,target
MRGPRX2,target
MRGPRX3,target
MSH2,target
MSH6,target
MSI1,target
MSR1,target
MST1,target
MSTN,target
MSX2,target
MT-CO2,target
MT-ND1,target
MT-ND2,target
MT-ND4,target
MT-ND6,target
MT1A,target
MT2A,target
MT3,target
MTA1,target
MTDH,target
MTNR1A,target
MTNR1B,target
MTOR,target
MTR,target
MTTP,target
MUC1,target
MUC2,target
MUC4,target
MUC5AC,target
MUSK,target
MVP,target
MYB,target
MYC,target
MYD88,target
MYH11,target
MYH2,target
MYH7,target
MYL9,target
MYLIP,target
MYLK,target
MYLK2,target
MYLK3,target
MYOC,target
MYOD1,target
NAAA,target
NADK,target
NAE1,target
NAMPT,target
NANOG,target
NAPEPLD,target
NAPRT,target
NAT1,target
NCCRP1,target
NCF1,target
NCF2,target
NCOA1,target
NCOR1,target
NDRG2,target
NDUFV2,target
NEDD4L,target
NEIL2,target
NEK11,target
NEK2,target
NEK6,target
NEK7,target
NES,target
NEU1,target
NEU2,target
NEUROG2,target
NF2,target
NFATC1,target
NFATC4,target
NFE2L2,target
NFKB1,target
NFKBIA,target
NGB,target
NGF,target
NGFR,target
NISCH,target
NKX2-5,target
NKX3-1,target
NLK,target
NLRC4,target
NLRP3,target
NME1,target
NME4,target
NMUR2,target
NNMT,target
NOD1,target
NOD2,target
NOS1,target
NOS2,target
NOS3,target
NOTCH1,target
NOTCH2,target
NOTUM,target
NOX1,target
NOX3,target
NOX4,target
NOX5,target
NPC1,target
NPC1L1,target
NPEPPS,target
NPHS1,target
NPHS2,target
NPM1,target
NPPA,target
NPPB,target
NPPC,target
NPR2,target
NPR3,target
NPS,target
NPSR1,target
NPVF,target
NPY,target
NPY1R,target
NQO1,target
NQO2,target
NR0B1,target
NR0B2,target
NR1H2,target
NR1H3,target
NR1H4,target
NR1I2,target
NR1I3,target
NR2C2,target
NR2E1,target
NR2F2,target
NR3C1,target
NR3C2,target
NR4A1,target
NR4A2,target
NR5A1,target
NR5A2,target
NRF1,target
NRG1,target
NRG3,target
NRP1,target
NSD1,target
NSD2,target
NSFL1C,target
NT5E,target
NTF3,target
NTN1,target
NTRK1,target
NTRK2,target
NTSR1,target
NUAK1,target
NUAK2,target
NUCB2,target
NUCLEOLIN,target
NUDT1,target
NUP62,target
NUS1,target
OAS3,target
OCLN,target
ODC1,target
OGG1,target
OLIG2,target
OLR1,target
OPCML,target
OPN3,target
OPN4,target
OPRD1,target
OPRK1,target
OPRM1,target
OR51E1,target
OR51E2,target
ORAI1,target
OSBP,target
OSBP2,target
OSR2,target
OTX2,target
OXER1,target
OXT,target
OXTR,target
P2RX1,target
P2RX2,target
P2RX3,target
P2RX4,target
P2RX7,target
P2RY1,target
P2RY12,target
P2RY14,target
P2RY2,target
P2RY4,target
P2RY6,target
P4HA2,target
P4HB,target
PAEP,target
PAK1,target
PAK4,target
PAM,target
PARG,target
PARK7,target
PARP1,target
PARP2,target
PAWR,target
PAX6,target
PAX8,target
PBK,target
PBRM1,target
PCGF1,target
PCK1,target
PCK2,target
PCLAF,target
PCMT1,target
PCNA,target
PCSK1,target
PCSK2,target
PCSK7,target
PCSK9,target
PDCD1LG2,target
PDCD4,target
PDE10A,target
PDE1A,target
PDE2A,target
PDE3A,target
PDE3B,target
PDE4A,target
PDE4B,target
PDE4D,target
PDE5A,target
PDE9A,target
PDGFB,target
PDGFRB,target
PDIA3,target
PDIA4,target
PDK1,target
PDK4,target
PDLIM1,target
PDPK1,target
PDX1,target
PDYN,target
PEA15,target
PECAM1,target
PEG10,target
PEMT,target
PENK,target
PER1,target
PFKFB3,target
PFKM,target
PFN1,target
PGAM1,target
PGD,target
PGF,target
PGP,target
PGR,target
PGRMC1,target
PHB1,target
PHF8,target
PHKG1,target
PHKG2,target
PHLPP2,target
PHPT1,target
PIAS3,target
PIGK,target
PIK3CA,target
PIK3CB,target
PIK3CD,target
PIK3CG,target
PIK3R1,target
PIM1,target
PIM2,target
PIM3,target
PIN1,target
PINK1,target
PIP4K2C,target
PKD2,target
PKLR,target
PKM,target
PKMYT1,target
PKN1,target
PLA2G1B,target
PLA2G2A,target
PLA2G4A,target
PLA2G7,target
PLAGL1,target
PLAT,target
PLAU,target
PLAUR,target
PLCG1,target
PLD1,target
PLEC,target
PLEK,target
PLG,target
PLIN1,target
PLK1,target
PLK3,target
PLK4,target
PLP1,target
PLSCR1,target
PLXNA2,target
PMAIP1,target
PML,target
PMM2,target
PMP22,target
PNLIP,target
PNMT,target
PNO1,target
PNP,target
PNPLA2,target
PNPO,target
PODXL,target
POLA1,target
POLB,target
POLG,target
POLH,target
POLI,target
POLL,target
POMC,target
POMK,target
PON1,target
PON3,target
POR,target
POU2F1,target
POU5F1,target
PPARA,target
PPARD,target
PPARG,target
PPARGC1A,target
PPID,target
PPIP5K1,target
PPM1A,target
PPP1R12A,target
PPP1R1B,target
PPP3CA,target
PPP5C,target
PRC1,target
PRDM13,target
PRDM2,target
PRDX1,target
PRDX2,target
PRDX5,target
PRDX6,target
PREP,target
PRF1,target
PRKAA1,target
PRKAA2,target
PRKACA,target
PRKAG2,target
PRKAR1A,target
PRKCA,target
PRKCB,target
PRKCD,target
PRKCE,target
PRKCG,target
PRKCH,target
PRKCI,target
PRKCQ,target
PRKCZ,target
PRKD1,target
PRKD2,target
PRKD3,target
PRKDC,target
PRKG1,target
PRL,target
PRMT1,target
PRMT3,target
PRMT5,target
PRMT6,target
PRMT7,target
PRMT8,target
PRNP,target
PROCR,target
PROM1,target
PRRT2,target
PRSS1,target
PRSS50,target
PRSS8,target
PSEN1,target
PSG1,target
PSIP1,target
PSMB1,target
PSMB2,target
PSMB5,target
PSMD14,target
PSME1,target
PTAFR,target
PTCH1,target
PTEN,target
PTGDS,target
PTGER2,target
PTGER4,target
PTGES,target
PTGES2,target
PTGES3,target
PTGFR,target
PTGIR,target
PTGR1,target
PTGS1,target
PTGS2,target
PTH,target
PTHLH,target
PTK2,target
PTK2B,target
PTK6,target
PTN,target
PTP4A1,target
PTP4A3,target
PTPA,target
PTPN1,target
PTPN11,target
PTPN13,target
PTPN2,target
PTPN22,target
PTPN6,target
PTPN7,target
PTPN9,target
PTPRC,target
PTPRCAP,target
PTPRF,target
PTPRH,target
PTPRS,target
PTTG1,target
PTX3,target
PVALB,target
PYGL,target
PYGM,target
QPCT,target
QPCTL,target
RAB7A,target
RAB9A,target
RAC1,target
RACK1,target
RAD51,target
RAD52,target
RAF1,target
RALA,target
RAP1B,target
RAPGEF3,target
RAPGEF4,target
RARA,target
RARB,target
RARG,target
RARRES2,target
RASAL2,target
RASGRF1,target
RASGRP3,target
RASSF1,target
RB1,target
RBP1,target
RBP2,target
RBP4,target
RCAN2,target
RECK,target
REG1A,target
REG3A,target
RELA,target
REN,target
REST,target
RET,target
RETN,target
RFX5,target
RGN,target
RGS17,target
RHEB,target
RHO,target
RHOA,target
RHOB,target
RHOC,target
RIPK2,target
RIPK3,target
RIT1,target
RNASE3,target
RNASEL,target
RNF8,target
ROCK1,target
ROCK2,target
RORA,target
RORB,target
RORC,target
ROS1,target
RPA1,target
RPS6KA1,target
RPS6KA2,target
RPS6KA3,target
RPS6KA4,target
RPS6KB1,target
RPS9,target
RPSA,target
RPTOR,target
RSAD2,target
RTL10,target
RTN4,target
RUNX2,target
RXRA,target
RXRB,target
RXRG,target
RYR1,target
RYR2,target
S100A1,target
S100A10,target
S100A8,target
S100A9,target
S100B,target
S100G,target
S1PR1,target
SAE1,target
SALL3,target
SAMHD1,target
SARM1,target
SBK1,target
SCAP,target
SCARB1,target
SCD,target
SCN11A,target
SCN1A,target
SCN2A,target
SCN3A,target
SCN4A,target
SCN5A,target
SCN7A,target
SCN8A,target
SCN9A,target
SCNN1A,target
SCNN1G,target
SCP2,target
SDC3,target
SDHB,target
SELE,target
SELENOK,target
SELENOS,target
SELENOW,target
SELL,target
SELP,target
SEMA3A,target
SENP1,target
SERPINA1,target
SERPINA6,target
SERPINB3,target
SERPINC1,target
SERPINE1,target
SERPINF1,target
SERPINF2,target
SERPINH1,target
SERPINI1,target
SERTAD1,target
SETD7,target
SETDB1,target
SFN,target
SFRP1,target
SFRP2,target
SFTPA1,target
SFTPB,target
SGCB,target
SGK1,target
SGK2,target
SGMS2,target
SH3GL1,target
SH3GL2,target
SHBG,target
SHC1,target
SHH,target
SHMT2,target
SI,target
SIAH1,target
SIAH2,target
SIGMAR1,target
SIK2,target
SIRT1,target
SIRT2,target
SIRT3,target
SIRT4,target
SIRT5,target
SIRT6,target
SIX6,target
SKI,target
SKIL,target
SKP2,target
SLC10A1,target
SLC10A2,target
SLC12A2,target
SLC12A3,target
SLC12A5,target
SLC15A1,target
SLC15A2,target
SLC16A1,target
SLC16A2,target
SLC16A3,target
SLC16A7,target
SLC17A5,target
SLC17A7,target
SLC18A2,target
SLC19A2,target
SLC19A3,target
SLC1A1,target
SLC1A2,target
SLC1A3,target
SLC1A6,target
SLC20A2,target
SLC22A1,target
SLC22A12,target
SLC22A2,target
SLC22A3,target
SLC22A4,target
SLC22A6,target
SLC22A7,target
SLC22A8,target
SLC23A1,target
SLC23A2,target
SLC25A21,target
SLC25A5,target
SLC26A3,target
SLC26A4,target
SLC26A6,target
SLC28A1,target
SLC28A2,target
SLC28A3,target
SLC29A1,target
SLC2A1,target
SLC2A2,target
SLC2A3,target
SLC2A4,target
SLC2A9,target
SLC32A1,target
SLC36A1,target
SLC47A1,target
SLC47A2,target
SLC4A4,target
SLC52A1,target
SLC5A1,target
SLC5A2,target
SLC5A4,target
SLC5A5,target
SLC5A6,target
SLC5A7,target
SLC60A2,target
SLC6A1,target
SLC6A11,target
SLC6A12,target
SLC6A13,target
SLC6A15,target
SLC6A2,target
SLC6A3,target
SLC6A4,target
SLC6A6,target
SLC7A11,target
SLC7A5,target
SLC9A1,target
SLC9A2,target
SLC9A3,target
SLC9A8,target
SLC9B2,target
SLC9C1,target
SLCO1A2,target
SLCO1B1,target
SLCO1B3,target
SLCO2A1,target
SLCO2B1,target
SLCO4C1,target
SLK,target
SLPI,target
SMAD1,target
SMAD2,target
SMAD3,target
SMAD4,target
SMAD5,target
SMAD6,target
SMAD7,target
SMO,target
SMOX,target
SMPD1,target
SMPD2,target
SMYD2,target
SMYD3,target
SNAI1,target
SNAI2,target
SNCA,target
SNCAIP,target
SNX8,target
SOAT1,target
SOAT2,target
SOCS1,target
SOCS3,target
SOD1,target
SOD2,target
SOD3,target
SORD,target
SOST,target
SOX2,target
SP1,target
SP3,target
SP6,target
SPAG5,target
SPARC,target
SPHK1,target
SPHK2,target
SPI1,target
SPP1,target
SPRY1,target
SPTLC2,target
SPTSSB,target
SRC,target
SRD5A1,target
SRD5A2,target
SREBF1,target
SREBF2,target
SRR,target
SRSF3,target
SSTR1,target
SSTR2,target
SSTR3,target
SSTR4,target
SSTR5,target
ST3GAL1,target
ST6GAL2,target
ST8SIA2,target
STAR,target
STARD3,target
STARD5,target
STARD6,target
STAT1,target
STAT3,target
STAT4,target
STAT5A,target
STAT5B,target
STIM1,target
STING1,target
STK10,target
STK11,target
STK17A,target
STK17B,target
STK36,target
STS,target
STXBP1,target
SUCNR1,target
SULT1A1,target
SULT1C2,target
SULT1E1,target
SULT2A1,target
SUV39H1,target
SUV39H2,target
SYK,target
SYN1,target
SYN2,target
SYNJ1,target
SYNJ2,target
SYP,target
TAAR1,target
TAAR5,target
TAC1,target
TACR1,target
TACR2,target
TACR3,target
TACSTD2,target
TARDBP,target
TAS2R10,target
TAS2R14,target
TAS2R31,target
TAS2R39,target
TAS2R46,target
TAS2R5,target
TAT,target
TBK1,target
TBXA2R,target
TBXAS1,target
TCF21,target
TCF4,target
TCF7L2,target
TCIRG1,target
TDO2,target
TDP1,target
TEK,target
TEP1,target
TERT,target
TET1,target
TET2,target
TF,target
TFAM,target
TFAP2A,target
TFEB,target
TFF1,target
TFRC,target
TG,target
TGFA,target
TGFB1,target
TGFB2,target
TGFB3,target
TGFBR1,target
TGFBR2,target
TGM1,target
TGM2,target
TH,target
THBD,target
THBS1,target
THBS4,target
THEM4,target
THRA,target
THRB,target
TICAM2,target
TIGAR,target
TIMP1,target
TIMP2,target
TIMP3,target
TIMP4,target
TIPARP,target
TJP1,target
TKT,target
TLR2,target
TLR3,target
TLR4,target
TLR5,target
TLR7,target
TLR8,target
TLR9,target
TMED2,target
TMEM97,target
TMPRSS11D,target
TMPRSS2,target
TNF,target
TNFAIP3,target
TNFRSF10A,target
TNFRSF10B,target
TNFRSF11A,target
TNFRSF11B,target
TNFRSF12A,target
TNFRSF13B,target
TNFRSF1A,target
TNFRSF1B,target
TNFRSF4,target
TNFRSF9,target
TNFSF10,target
TNFSF11,target
TNFSF13B,target
TNFSF9,target
TNIK,target
TNK2,target
TNKS,target
TNKS2,target
TNNI3,target
TNNT2,target
TOB1,target
TOP1,target
TOP2A,target
TP53,target
TPH1,target
TPH2,target
TPMT,target
TPO,target
TPP2,target
TPT1,target
TRAF2,target
TRAF6,target
TRDMT1,target
TREH,target
TRIB3,target
TRIM24,target
TRIM33,target
TRIM63,target
TRPA1,target
TRPC3,target
TRPC5,target
TRPC6,target
TRPM3,target
TRPM7,target
TRPM8,target
TRPV1,target
TRPV2,target
TRPV3,target
TRPV4,target
TRPV6,target
TSC2,target
TSHB,target
TSNAX,target
TSPO,target
TST,target
TTK,target
TTPA,target
TTR,target
TUBA1B,target
TUBB,target
TUBB3,target
TWIST1,target
TXK,target
TXN,target
TXN2,target
TXNDC17,target
TXNIP,target
TXNRD1,target
TYMS,target
TYR,target
TYRP1,target
UBE2N,target
UBE3A,target
UBIAD1,target
UCHL1,target
UCHL3,target
UCP1,target
UCP2,target
UCP3,target
UGCG,target
UGP2,target
UGT1A1,target
UGT1A3,target
UGT1A4,target
UGT1A6,target
UGT1A9,target
UGT2B10,target
UGT2B28,target
UGT2B4,target
UGT2B7,target
UHRF1,target
UNC13A,target
UNG,target
UQCRC1,target
URAD,target
USP10,target
USP47,target
USP5,target
USP7,target
VAMP2,target
VASH1,target
VASP,target
VAV1,target
VCAM1,target
VCP,target
VDR,target
VEGFA,target
VEGFC,target
VIM,target
VIP,target
VLDLR,target
VRK1,target
VWF,target
WARS2,target
WNT1,target
WNT3A,target
WNT5A,target
WT1,target
WWOX,target
XBP1,target
XDH,target
XIAP,target
XPO1,target
XRCC3,target
XRCC6,target
YAP1,target
YARS1,target
YBX1,target
YES1,target
YIF1B,target
YWHAZ,target
YY1,target
ZBTB16,target
ZBTB7A,target
ZEB1,target
ZFHX3,target
ZHX2,target
