event_id,pass_number,operation,group_id_1,group_id_2,source_partition,destination_partition,objective_before,objective_after,accepted
153,1,PAIRWISE_GROUP_SWAP,HBG_00cf0ff0d299,HBG_fd4c175e97d0,test|train,train|test,"[0,0,""15384/431585"",""134484741478/69531478365"",""394/2365"",""29d8acd6ea315f068ce77240b6a2ad252ce02ba1817eb6911ccd5a59b7ba6b6d""]","[0,0,""15044/431585"",""134484741478/69531478365"",""394/2365"",""8f6b099e855bf6dd0c428adfad499fe3ac1b97a838866de361e1e09e98b0abf3""]",True
154,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_03eceaf747d7,train|test,test|train,"[0,0,""15044/431585"",""134484741478/69531478365"",""394/2365"",""8f6b099e855bf6dd0c428adfad499fe3ac1b97a838866de361e1e09e98b0abf3""]","[0,0,""14244/431585"",""43660448226/23177159455"",""394/2365"",""9fc2aed42cae5142ae28b08bbe338f6ce1fd7237984f8668bc5985cb4ed79e6b""]",True
155,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_0864ba1357c3,test|train,train|test,"[0,0,""14244/431585"",""43660448226/23177159455"",""394/2365"",""9fc2aed42cae5142ae28b08bbe338f6ce1fd7237984f8668bc5985cb4ed79e6b""]","[0,0,""12974/431585"",""527295970117/278125913460"",""394/2365"",""431e6adf4502254b00e7c4a45709a711424afe79d81f17f5118fa5a3695d4d2f""]",True
156,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_0be7d9e6c975,train|validation,validation|train,"[0,0,""12974/431585"",""527295970117/278125913460"",""394/2365"",""431e6adf4502254b00e7c4a45709a711424afe79d81f17f5118fa5a3695d4d2f""]","[0,0,""12184/431585"",""171094127639/92708637820"",""394/2365"",""abbd08cc0231e60d3aba2b38586d701de2e5b1d2975dcbf8fd020a8f6d4b8056""]",True
157,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_0e3e9104d4dd,validation|train,train|validation,"[0,0,""12184/431585"",""171094127639/92708637820"",""394/2365"",""abbd08cc0231e60d3aba2b38586d701de2e5b1d2975dcbf8fd020a8f6d4b8056""]","[0,0,""11944/431585"",""512974252837/278125913460"",""394/2365"",""a064a103acb9f59f220a449186fdbf5f9d97e5b2e57a1dfd2c7f253d7b8f24b1""]",True
158,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_102f0062f0a8,train|validation,validation|train,"[0,0,""11944/431585"",""512974252837/278125913460"",""394/2365"",""a064a103acb9f59f220a449186fdbf5f9d97e5b2e57a1dfd2c7f253d7b8f24b1""]","[0,0,""11034/431585"",""171850785779/92708637820"",""394/2365"",""678430b475bb05ffe41810730d326f222bc94932d40fbc0d155757a92f7346c9""]",True
159,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1431584e10f4,validation|test,test|validation,"[0,0,""11034/431585"",""171850785779/92708637820"",""394/2365"",""678430b475bb05ffe41810730d326f222bc94932d40fbc0d155757a92f7346c9""]","[0,0,""11034/431585"",""171850785779/92708637820"",""394/2365"",""251907cd3b8d1c1e95ff5fe1eaca137f94f5182f87f013f9ba36af9d5e9a0fb4""]",True
160,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_147057346d5e,test|train,train|test,"[0,0,""11034/431585"",""171850785779/92708637820"",""394/2365"",""251907cd3b8d1c1e95ff5fe1eaca137f94f5182f87f013f9ba36af9d5e9a0fb4""]","[0,0,""10954/431585"",""515244227257/278125913460"",""394/2365"",""cf364f8e28a2d528e9abea2555439901dbd93f9e56a06157718dccbd7e9c3bab""]",True
161,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_15021dd7a4db,train|test,test|train,"[0,0,""10954/431585"",""515244227257/278125913460"",""394/2365"",""cf364f8e28a2d528e9abea2555439901dbd93f9e56a06157718dccbd7e9c3bab""]","[0,0,""10454/431585"",""252107548103/139062956730"",""394/2365"",""851be9b20ec3008eb704adc1cf5cbcd32510c76ec1ea2c8373b6561a6125ac43""]",True
162,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_189f3a701e2b,test|validation,validation|test,"[0,0,""10454/431585"",""252107548103/139062956730"",""394/2365"",""851be9b20ec3008eb704adc1cf5cbcd32510c76ec1ea2c8373b6561a6125ac43""]","[0,0,""10454/431585"",""252107548103/139062956730"",""394/2365"",""237ee093d91e280a7a957202d9b6aa1281f0191db5d7bdcde84b2ab1b1aad8dd""]",True
163,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1900ff27f557,validation|train,train|validation,"[0,0,""10454/431585"",""252107548103/139062956730"",""394/2365"",""237ee093d91e280a7a957202d9b6aa1281f0191db5d7bdcde84b2ab1b1aad8dd""]","[0,0,""7874/431585"",""507585687611/278125913460"",""394/2365"",""33c8b23508b8ad1aef139b3b7c3ef1d69f24eedd4637a06b33ea4c8903ecbac3""]",True
164,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1cf6493ae947,train|test,test|train,"[0,0,""7874/431585"",""507585687611/278125913460"",""394/2365"",""33c8b23508b8ad1aef139b3b7c3ef1d69f24eedd4637a06b33ea4c8903ecbac3""]","[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""fe93bf3e1971c3b162bf2b283b4ade50073756b71421125e2806e30038619afc""]",True
165,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1dd673709d30,test|validation,validation|test,"[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""fe93bf3e1971c3b162bf2b283b4ade50073756b71421125e2806e30038619afc""]","[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""d2267b1fafe359c77c21d0f5807a22aceebbf22cb3f39ab64336b30e0a92aca3""]",True
166,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1e12b659d031,validation|test,test|validation,"[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""d2267b1fafe359c77c21d0f5807a22aceebbf22cb3f39ab64336b30e0a92aca3""]","[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""26fd7086b9f94b1dc2e6a011913c55dbe15a5fe9e4e975d3536ecc619bf5312a""]",True
167,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1ef38191eed8,test|train,train|test,"[0,0,""7174/431585"",""24827827828/13906295673"",""394/2365"",""26fd7086b9f94b1dc2e6a011913c55dbe15a5fe9e4e975d3536ecc619bf5312a""]","[0,0,""6584/431585"",""8270807108/4635431891"",""394/2365"",""c5da2554f39b2c1bcac41e44d51a4c6e2521dc43bea46dd6b0c810bf32507463""]",True
168,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_1fe3b980b48c,train|validation,validation|train,"[0,0,""6584/431585"",""8270807108/4635431891"",""394/2365"",""c5da2554f39b2c1bcac41e44d51a4c6e2521dc43bea46dd6b0c810bf32507463""]","[0,0,""5934/431585"",""161739765143/92708637820"",""394/2365"",""f02eb140649ca1933fd3f7d6b7ddc25345ddf079143dbb14de7eb6720d799636""]",True
169,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_27a287071d6b,validation|train,train|validation,"[0,0,""5934/431585"",""161739765143/92708637820"",""394/2365"",""f02eb140649ca1933fd3f7d6b7ddc25345ddf079143dbb14de7eb6720d799636""]","[0,0,""5617/431585"",""484911165349/278125913460"",""394/2365"",""856d877dc910593431c0271883318083b4f8f571afd0445072cc53b5d62bb05c""]",True
170,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_2bc011f9109a,train|test,test|train,"[0,0,""5617/431585"",""484911165349/278125913460"",""394/2365"",""856d877dc910593431c0271883318083b4f8f571afd0445072cc53b5d62bb05c""]","[0,0,""5017/431585"",""236941017149/139062956730"",""394/2365"",""a37d017965321af341f576d8c614efbc4f43490fd6c4a3136c085e7b595a0c9d""]",True
171,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_30a4d4e01b5c,test|validation,validation|test,"[0,0,""5017/431585"",""236941017149/139062956730"",""394/2365"",""a37d017965321af341f576d8c614efbc4f43490fd6c4a3136c085e7b595a0c9d""]","[0,0,""4784/431585"",""236941017149/139062956730"",""394/2365"",""660f84c2c9c359e187fb1eec7b621c2625c234f2e842bb0736a71a1a34b6e4b9""]",True
172,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_3939d145d81e,validation|train,train|validation,"[0,0,""4784/431585"",""236941017149/139062956730"",""394/2365"",""660f84c2c9c359e187fb1eec7b621c2625c234f2e842bb0736a71a1a34b6e4b9""]","[0,0,""4777/431585"",""236786952109/139062956730"",""394/2365"",""f9d6c1c04a7cb50438620cc226fe3e5a562b349f4e754b28bac7e88888505210""]",True
173,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_394cc80eb83b,train|test,test|train,"[0,0,""4777/431585"",""236786952109/139062956730"",""394/2365"",""f9d6c1c04a7cb50438620cc226fe3e5a562b349f4e754b28bac7e88888505210""]","[0,0,""3977/431585"",""229780158509/139062956730"",""394/2365"",""7029de52392fab936ee787b91fd97c074dd1b3f55aa5f392ff9ccce7d9661639""]",True
174,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_3dcc26eed848,test|validation,validation|test,"[0,0,""3977/431585"",""229780158509/139062956730"",""394/2365"",""7029de52392fab936ee787b91fd97c074dd1b3f55aa5f392ff9ccce7d9661639""]","[0,0,""3634/431585"",""461374181671/278125913460"",""394/2365"",""f1ab99ecee982cb37b008b04a1c0178b5885e85403b927bebe980022367c4861""]",True
175,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_3e150df43f89,validation|train,train|validation,"[0,0,""3634/431585"",""461374181671/278125913460"",""394/2365"",""f1ab99ecee982cb37b008b04a1c0178b5885e85403b927bebe980022367c4861""]","[0,0,""332/61655"",""465349394627/278125913460"",""394/2365"",""16dd7a73fb5fc736d83d100f7feb3e1ce38af89d70438ab28df65c9fab52823e""]",True
176,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_51a5cb53dae6,train|test,test|train,"[0,0,""332/61655"",""465349394627/278125913460"",""394/2365"",""16dd7a73fb5fc736d83d100f7feb3e1ce38af89d70438ab28df65c9fab52823e""]","[0,0,""1664/431585"",""113580065894/69531478365"",""394/2365"",""bc26db95912532115b200a8434081f5c2aad07281fab0f2fa6530d77126320c0""]",True
177,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_5a13d2574219,test|train,train|test,"[0,0,""1664/431585"",""113580065894/69531478365"",""394/2365"",""bc26db95912532115b200a8434081f5c2aad07281fab0f2fa6530d77126320c0""]","[0,0,""1117/431585"",""154579023497/92708637820"",""394/2365"",""00bbfa5bb6dc0094c2eb7e8cff667a1c0effbe6339af5d5c67d0f3e008e19edf""]",True
178,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_5cfeb9d489e8,train|validation,validation|train,"[0,0,""1117/431585"",""154579023497/92708637820"",""394/2365"",""00bbfa5bb6dc0094c2eb7e8cff667a1c0effbe6339af5d5c67d0f3e008e19edf""]","[0,0,""723/431585"",""449723483291/278125913460"",""394/2365"",""b5eec2ceaebfc2be18d9079690cf78776336e403d8bfb07a49b31905ea8339a1""]",True
179,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_5d92b31c69fe,validation|train,train|validation,"[0,0,""723/431585"",""449723483291/278125913460"",""394/2365"",""b5eec2ceaebfc2be18d9079690cf78776336e403d8bfb07a49b31905ea8339a1""]","[0,0,""723/431585"",""149805117737/92708637820"",""394/2365"",""35db9baccf2586145f7b5c915cea8be4f84ff65406ea856f36727383e029f4c1""]",True
180,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_f87bca8aa9da,train|test,test|train,"[0,0,""723/431585"",""149805117737/92708637820"",""394/2365"",""35db9baccf2586145f7b5c915cea8be4f84ff65406ea856f36727383e029f4c1""]","[0,0,""563/431585"",""449723483291/278125913460"",""394/2365"",""380234477e65eb815117acbb14ddb57fb4c4505a441cc521cd2757e7ede47480""]",True
181,1,PAIRWISE_GROUP_SWAP,HBG_01280f0541a1,HBG_f96196c34131,test|train,train|test,"[0,0,""563/431585"",""449723483291/278125913460"",""394/2365"",""380234477e65eb815117acbb14ddb57fb4c4505a441cc521cd2757e7ede47480""]","[0,0,""534/431585"",""147027783097/92708637820"",""394/2365"",""fd9aed4143e291fa22dee35303c3f5213bea3e60b777d5977e59f15d5ee1f289""]",True
182,1,PAIRWISE_GROUP_SWAP,HBG_02844fcf48ab,HBG_21430d79b83e,train|validation,validation|train,"[0,0,""534/431585"",""147027783097/92708637820"",""394/2365"",""fd9aed4143e291fa22dee35303c3f5213bea3e60b777d5977e59f15d5ee1f289""]","[0,0,""41/61655"",""147027783097/92708637820"",""394/2365"",""c2765a792a657b2c990d8a897533382217c74fb93fc833112ad5077799198064""]",True
183,1,PAIRWISE_GROUP_SWAP,HBG_02844fcf48ab,HBG_4434169d63ef,validation|train,train|validation,"[0,0,""41/61655"",""147027783097/92708637820"",""394/2365"",""c2765a792a657b2c990d8a897533382217c74fb93fc833112ad5077799198064""]","[0,0,""41/61655"",""147027783097/92708637820"",""394/2365"",""0d7f7129b9961398f799859ad6635164f50de71221bec730082a4f38dda112ca""]",True
184,1,PAIRWISE_GROUP_SWAP,HBG_02844fcf48ab,HBG_4f8f7d4e5791,train|test,test|train,"[0,0,""41/61655"",""147027783097/92708637820"",""394/2365"",""0d7f7129b9961398f799859ad6635164f50de71221bec730082a4f38dda112ca""]","[0,0,""4/7315"",""147027783097/92708637820"",""394/2365"",""55510fa3499fec17f7603e8bf405c92d18baab7be6f6fa27623d15e922533e4e""]",True
185,1,PAIRWISE_GROUP_SWAP,HBG_02844fcf48ab,HBG_8cd7e4b65ebf,test|validation,validation|test,"[0,0,""4/7315"",""147027783097/92708637820"",""394/2365"",""55510fa3499fec17f7603e8bf405c92d18baab7be6f6fa27623d15e922533e4e""]","[0,0,""4/7315"",""147027783097/92708637820"",""394/2365"",""30e9946fd4a2143ad9ca64771791bd47b19d7a5f8a8d06b1487b0d333d8c943a""]",True
186,1,PAIRWISE_GROUP_SWAP,HBG_02844fcf48ab,HBG_b1928cc08877,validation|train,train|validation,"[0,0,""4/7315"",""147027783097/92708637820"",""394/2365"",""30e9946fd4a2143ad9ca64771791bd47b19d7a5f8a8d06b1487b0d333d8c943a""]","[0,0,""1/3245"",""147027783097/92708637820"",""394/2365"",""893e42d9c1847149e8a6d2dcb474d00dfedf698b2d899892d3344c96daf63e78""]",True
187,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_17ae6d886f10,train|test,test|train,"[0,0,""1/3245"",""147027783097/92708637820"",""394/2365"",""893e42d9c1847149e8a6d2dcb474d00dfedf698b2d899892d3344c96daf63e78""]","[0,0,""113/431585"",""147027783097/92708637820"",""394/2365"",""07a1ade8dbf6581d2645d9eddcb51247d551e400e3b9304ff42b5fe5f25f167a""]",True
188,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_1ce2cbd827ee,test|train,train|test,"[0,0,""113/431585"",""147027783097/92708637820"",""394/2365"",""07a1ade8dbf6581d2645d9eddcb51247d551e400e3b9304ff42b5fe5f25f167a""]","[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""8e1241bcf7c28ed8026eab57dd8004dba50f5550e9e25f54b765fe7bb14bdb24""]",True
189,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_2d8dd1b2e7fa,train|test,test|train,"[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""8e1241bcf7c28ed8026eab57dd8004dba50f5550e9e25f54b765fe7bb14bdb24""]","[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""756f4b0e5f427278fa0f9e417086de75a23eba7239da60315079594bca9e0e21""]",True
190,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_3290516fbb04,test|train,train|test,"[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""756f4b0e5f427278fa0f9e417086de75a23eba7239da60315079594bca9e0e21""]","[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""476971bb14fc9afd7b0c06d70ebc17e35a16fca705103a598e9b48880c1ac2a7""]",True
191,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_6b0bb3967115,train|test,test|train,"[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""476971bb14fc9afd7b0c06d70ebc17e35a16fca705103a598e9b48880c1ac2a7""]","[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""40f31aa50af4fb518d45976d638ed8b5e52efae6e89feafe12ba4d4a2c91859b""]",True
192,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_7ce11234596b,test|train,train|test,"[0,0,""67/431585"",""139476542697/92708637820"",""394/2365"",""40f31aa50af4fb518d45976d638ed8b5e52efae6e89feafe12ba4d4a2c91859b""]","[0,0,""67/431585"",""133428685613/92708637820"",""394/2365"",""2625b302064c942c5824843e40524505fb6142f202a1602c7af5d75914e69834""]",True
193,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_aad5191638e1,train|validation,validation|train,"[0,0,""67/431585"",""133428685613/92708637820"",""394/2365"",""2625b302064c942c5824843e40524505fb6142f202a1602c7af5d75914e69834""]","[0,0,""3/39235"",""140979926013/92708637820"",""394/2365"",""39dad66985a3bcfff3d3e42f2c7a9eb17992326300bb3ab93de2ef57189faa2a""]",True
194,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_c57c5cab66af,validation|test,test|validation,"[0,0,""3/39235"",""140979926013/92708637820"",""394/2365"",""39dad66985a3bcfff3d3e42f2c7a9eb17992326300bb3ab93de2ef57189faa2a""]","[0,0,""26/431585"",""140979926013/92708637820"",""394/2365"",""19cb98c3bd34c640ab7f61ebe5251a02367ac382cee1649eaf7ae50dc85c4071""]",True
195,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_c8ca54a9d725,test|train,train|test,"[0,0,""26/431585"",""140979926013/92708637820"",""394/2365"",""19cb98c3bd34c640ab7f61ebe5251a02367ac382cee1649eaf7ae50dc85c4071""]","[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""a8db8e12b599649e8c07ac4e4ce2b5f84d46f1523a4728b72e683e8bac62db06""]",True
196,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_d7595041e852,train|test,test|train,"[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""a8db8e12b599649e8c07ac4e4ce2b5f84d46f1523a4728b72e683e8bac62db06""]","[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""4c39d3590a3bb9a0b5487631c7fc6793130b15dead03c36c940caf5fd1ac2d30""]",True
197,1,PAIRWISE_GROUP_SWAP,HBG_02fac5b87e7e,HBG_eb45a6a5bba1,test|train,train|test,"[0,0,""16/431585"",""140979926013/92708637820"",""394/2365"",""4c39d3590a3bb9a0b5487631c7fc6793130b15dead03c36c940caf5fd1ac2d30""]","[0,0,""1/61655"",""138439963333/92708637820"",""394/2365"",""2605626cef58a8ebe83bda0529a94a0f3264c28254031ea3c0381e6a80d80c0f""]",True
198,1,PAIRWISE_GROUP_SWAP,HBG_03eceaf747d7,HBG_78a0d2ccac9b,train|test,test|train,"[0,0,""1/61655"",""138439963333/92708637820"",""394/2365"",""2605626cef58a8ebe83bda0529a94a0f3264c28254031ea3c0381e6a80d80c0f""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""b761e16cb5c2b91c90f7448fac8fdfa06cf37f02c840aa7a417962c7f68c7eec""]",True
199,1,PAIRWISE_GROUP_SWAP,HBG_03eceaf747d7,HBG_87b102e549a1,test|train,train|test,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""b761e16cb5c2b91c90f7448fac8fdfa06cf37f02c840aa7a417962c7f68c7eec""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""3372f32e14cf8552449f708ba56743c25d4a84a869d757da1b96c3f5da232143""]",True
200,1,PAIRWISE_GROUP_SWAP,HBG_045a2b72d60d,HBG_1e12b659d031,train|validation,validation|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""3372f32e14cf8552449f708ba56743c25d4a84a869d757da1b96c3f5da232143""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""2dda3259a9b84e4707029ecd66f841a921401db9ece56b0175f680751d4e26ae""]",True
201,1,PAIRWISE_GROUP_SWAP,HBG_0620410523cb,HBG_eb45a6a5bba1,train|test,test|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""2dda3259a9b84e4707029ecd66f841a921401db9ece56b0175f680751d4e26ae""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""212a72768b47d5184ee1812891ba28fbfe05bb0a21f9ca5f472b6d487c6fbd4e""]",True
202,1,PAIRWISE_GROUP_SWAP,HBG_0d485f163e75,HBG_a401f7ece236,train|validation,validation|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""212a72768b47d5184ee1812891ba28fbfe05bb0a21f9ca5f472b6d487c6fbd4e""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""0c02e8a14f41fbc4748ffd2b390414c18dc664e594e802f76ed20210502236aa""]",True
203,1,PAIRWISE_GROUP_SWAP,HBG_1ce2cbd827ee,HBG_aad5191638e1,test|train,train|test,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""0c02e8a14f41fbc4748ffd2b390414c18dc664e594e802f76ed20210502236aa""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""023d2e935bf8c2a3cc82cada5823fb28826195c1ab5af6eb2dca030bf716e43b""]",True
204,1,PAIRWISE_GROUP_SWAP,HBG_51a5cb53dae6,HBG_8893f7734445,train|test,test|train,"[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""023d2e935bf8c2a3cc82cada5823fb28826195c1ab5af6eb2dca030bf716e43b""]","[0,0,""6/431585"",""138439963333/92708637820"",""394/2365"",""005c7a41d6775ba6e55d2cc523acc042bdc75f7cdea4a50efd6f00d7f8a65d0f""]",True
