herb_id,P1_group_signature,P2_group_signature,same_member_set,P2_added_connectivity,difference_reason
H0315,P1SIG_eb65279b0570,P2SIG_eb65279b0570,True,False,
H0316,P1SIG_ff815a9e6f21,P2SIG_ff815a9e6f21,True,False,
H0317,P1SIG_145cbe84d77d,P2SIG_145cbe84d77d,True,False,
H0318,P1SIG_655621d6c839,P2SIG_655621d6c839,True,False,
H0319,P1SIG_06fcbce280af,P2SIG_06fcbce280af,True,False,
H0320,P1SIG_76ab73e9d098,P2SIG_76ab73e9d098,True,False,
H0321,P1SIG_1565a9dfb95a,P2SIG_1565a9dfb95a,True,False,
H0322,P1SIG_2997b7d21ebb,P2SIG_2997b7d21ebb,True,False,
H0323,P1SIG_7117d7453c1d,P2SIG_7117d7453c1d,True,False,
H0324,P1SIG_9bd26bdb9646,P2SIG_9bd26bdb9646,True,False,
H0325,P1SIG_adca28b27935,P2SIG_adca28b27935,True,False,
H0326,P1SIG_3c8e24ce9ac8,P2SIG_3c8e24ce9ac8,True,False,
H0327,P1SIG_87b38640a310,P2SIG_87b38640a310,True,False,
H0328,P1SIG_8c9c78e7e442,P2SIG_8c9c78e7e442,True,False,
H0329,P1SIG_3b6489613bba,P2SIG_3b6489613bba,True,False,
H0330,P1SIG_c475dcd83415,P2SIG_c475dcd83415,True,False,
H0331,P1SIG_9adaa9d1af73,P2SIG_9adaa9d1af73,True,False,
H0332,P1SIG_c747127375d9,P2SIG_c747127375d9,True,False,
H0333,P1SIG_0226177b6285,P2SIG_0226177b6285,True,False,
H0334,P1SIG_563f0b50dc29,P2SIG_563f0b50dc29,True,False,
H0335,P1SIG_3465f2194eb2,P2SIG_3465f2194eb2,True,False,
H0336,P1SIG_05c355e99122,P2SIG_05c355e99122,True,False,
H0337,P1SIG_41c6de794179,P2SIG_41c6de794179,True,False,
H0338,P1SIG_a486b6470890,P2SIG_a486b6470890,True,False,
H0339,P1SIG_02b0c6b80aab,P2SIG_02b0c6b80aab,True,False,
H0340,P1SIG_bdf4876614af,P2SIG_bdf4876614af,True,False,
H0341,P1SIG_5192e6ae665b,P2SIG_5192e6ae665b,True,False,
H0342,P1SIG_7209d401c96a,P2SIG_7209d401c96a,True,False,
H0343,P1SIG_f9fb53beab0f,P2SIG_f9fb53beab0f,True,False,
H0344,P1SIG_b49b85cd269c,P2SIG_b49b85cd269c,True,False,
H0345,P1SIG_040ab2801ceb,P2SIG_040ab2801ceb,True,False,
H0346,P1SIG_942f3bf3e55e,P2SIG_942f3bf3e55e,True,False,
H0347,P1SIG_739c53630b6c,P2SIG_739c53630b6c,True,False,
H0348,P1SIG_3fc25e135cd5,P2SIG_3fc25e135cd5,True,False,
H0349,P1SIG_73bf5b5be2ab,P2SIG_73bf5b5be2ab,True,False,
H0350,P1SIG_a40375597c64,P2SIG_a40375597c64,True,False,
H0351,P1SIG_01a172d77d34,P2SIG_01a172d77d34,True,False,
H0352,P1SIG_72c7f4d88cf6,P2SIG_72c7f4d88cf6,True,False,
H0354,P1SIG_77af7795e49a,P2SIG_77af7795e49a,True,False,
H0355,P1SIG_bccb8369fc2f,P2SIG_bccb8369fc2f,True,False,
H0356,P1SIG_0c407566f8d3,P2SIG_0c407566f8d3,True,False,
H0357,P1SIG_3988ecc3471b,P2SIG_3988ecc3471b,True,False,
H0358,P1SIG_da7b8a4ecec8,P2SIG_da7b8a4ecec8,True,False,
H0359,P1SIG_94302f97a0a6,P2SIG_94302f97a0a6,True,False,
H0360,P1SIG_d268971c3427,P2SIG_d268971c3427,True,False,
H0361,P1SIG_4b2044b419d9,P2SIG_4b2044b419d9,True,False,
H0362,P1SIG_102f866d9510,P2SIG_102f866d9510,True,False,
H0363,P1SIG_613a268e62ec,P2SIG_613a268e62ec,True,False,
H0364,P1SIG_a1bb5bdc7c01,P2SIG_a1bb5bdc7c01,True,False,
H0365,P1SIG_737645a52b5d,P2SIG_737645a52b5d,True,False,
H0366,P1SIG_a8f64801f028,P2SIG_a8f64801f028,True,False,
H0367,P1SIG_9ee4fc4396c5,P2SIG_9ee4fc4396c5,True,False,
H0368,P1SIG_f6c7bb006334,P2SIG_f6c7bb006334,True,False,
H0369,P1SIG_7e124b30f014,P2SIG_7e124b30f014,True,False,
H0370,P1SIG_0337cf72ccba,P2SIG_0337cf72ccba,True,False,
H0371,P1SIG_725de1740352,P2SIG_725de1740352,True,False,
H0372,P1SIG_11be7b052bde,P2SIG_11be7b052bde,True,False,
H0373,P1SIG_a8bebef8a883,P2SIG_a8bebef8a883,True,False,
H0374,P1SIG_84f25d00d778,P2SIG_84f25d00d778,True,False,
H0375,P1SIG_206b31263bac,P2SIG_206b31263bac,True,False,
H0376,P1SIG_12f5b18a1706,P2SIG_12f5b18a1706,True,False,
H0377,P1SIG_431a455112ad,P2SIG_431a455112ad,True,False,
H0378,P1SIG_ad35adcde207,P2SIG_ad35adcde207,True,False,
H0379,P1SIG_03d1fa53466f,P2SIG_03d1fa53466f,True,False,
H0380,P1SIG_ff015d2d8efd,P2SIG_ff015d2d8efd,True,False,
H0381,P1SIG_9fb1f5f48cda,P2SIG_9fb1f5f48cda,True,False,
H0382,P1SIG_cba1e9beee90,P2SIG_cba1e9beee90,True,False,
H0383,P1SIG_32801bbcd4a3,P2SIG_32801bbcd4a3,True,False,
H0384,P1SIG_7cb31eb6e6dd,P2SIG_7cb31eb6e6dd,True,False,
H0385,P1SIG_31e6caadeccb,P2SIG_31e6caadeccb,True,False,
H0386,P1SIG_46c024366d23,P2SIG_46c024366d23,True,False,
H0387,P1SIG_cd8b18a06035,P2SIG_cd8b18a06035,True,False,
H0388,P1SIG_3ae8e4e6377e,P2SIG_3ae8e4e6377e,True,False,
H0389,P1SIG_3c74bb83f1cb,P2SIG_3c74bb83f1cb,True,False,
H0390,P1SIG_f8788fb7b175,P2SIG_f8788fb7b175,True,False,
H0391,P1SIG_849dec518c11,P2SIG_849dec518c11,True,False,
H0392,P1SIG_e4e3fa2c37f0,P2SIG_e4e3fa2c37f0,True,False,
H0393,P1SIG_743fd079145b,P2SIG_743fd079145b,True,False,
H0394,P1SIG_8aaec4e37329,P2SIG_8aaec4e37329,True,False,
H0395,P1SIG_3a7fcf7bb270,P2SIG_3a7fcf7bb270,True,False,
H0396,P1SIG_a91e1fec7687,P2SIG_a91e1fec7687,True,False,
H0397,P1SIG_f20b8c485d6b,P2SIG_f20b8c485d6b,True,False,
H0398,P1SIG_bcd5390bc381,P2SIG_bcd5390bc381,True,False,
H0399,P1SIG_f23bba8b852a,P2SIG_f23bba8b852a,True,False,
H0400,P1SIG_7764976a37fb,P2SIG_7764976a37fb,True,False,
H0401,P1SIG_909570e05923,P2SIG_909570e05923,True,False,
H0402,P1SIG_bd4b25967b4b,P2SIG_bd4b25967b4b,True,False,
H0403,P1SIG_e882399dd95e,P2SIG_e882399dd95e,True,False,
H0404,P1SIG_86329f498db3,P2SIG_86329f498db3,True,False,
H0405,P1SIG_d2a8bfb99e70,P2SIG_d2a8bfb99e70,True,False,
H0406,P1SIG_1527ed3e5cf7,P2SIG_1527ed3e5cf7,True,False,
H0407,P1SIG_41ff31516a48,P2SIG_41ff31516a48,True,False,
H0408,P1SIG_eb5d5cd7bb24,P2SIG_eb5d5cd7bb24,True,False,
H0409,P1SIG_f656f12978f8,P2SIG_f656f12978f8,True,False,
H0410,P1SIG_ee6dc6e190af,P2SIG_ee6dc6e190af,True,False,
H0411,P1SIG_20e0deba1ee8,P2SIG_20e0deba1ee8,True,False,
H0412,P1SIG_4fd233106f07,P2SIG_4fd233106f07,True,False,
H0413,P1SIG_92557418b1f2,P2SIG_92557418b1f2,True,False,
H0414,P1SIG_c61d4fb07bdc,P2SIG_c61d4fb07bdc,True,False,
H0415,P1SIG_6cd1c353b429,P2SIG_6cd1c353b429,True,False,
H0416,P1SIG_46d8e0a3476a,P2SIG_46d8e0a3476a,True,False,
H0417,P1SIG_5f4a74286192,P2SIG_5f4a74286192,True,False,
H0418,P1SIG_b0389b60c7cc,P2SIG_b0389b60c7cc,True,False,
H0419,P1SIG_1f742c6c4504,P2SIG_1f742c6c4504,True,False,
H0420,P1SIG_a85b8bcdccf5,P2SIG_a85b8bcdccf5,True,False,
H0421,P1SIG_ad3d69b56aaf,P2SIG_ad3d69b56aaf,True,False,
H0422,P1SIG_0bc5edc2c38a,P2SIG_0bc5edc2c38a,True,False,
H0423,P1SIG_92d3c4803cda,P2SIG_92d3c4803cda,True,False,
H0424,P1SIG_7d7fab4baf49,P2SIG_7d7fab4baf49,True,False,
H0425,P1SIG_aff57715880c,P2SIG_aff57715880c,True,False,
H0426,P1SIG_823153db7e34,P2SIG_823153db7e34,True,False,
H0427,P1SIG_25da2b02ff3e,P2SIG_25da2b02ff3e,True,False,
H0428,P1SIG_fdf3358da778,P2SIG_fdf3358da778,True,False,
H0429,P1SIG_51d75d8d605c,P2SIG_51d75d8d605c,True,False,
H0430,P1SIG_d85912756249,P2SIG_d85912756249,True,False,
H0431,P1SIG_0592e812a8ef,P2SIG_0592e812a8ef,True,False,
H0432,P1SIG_07030dbe09ab,P2SIG_07030dbe09ab,True,False,
H0433,P1SIG_31e01e152e9c,P2SIG_31e01e152e9c,True,False,
H0434,P1SIG_d1fe53c4029c,P2SIG_d1fe53c4029c,True,False,
H0435,P1SIG_d34569f0d353,P2SIG_d34569f0d353,True,False,
H0436,P1SIG_3229740c3e1c,P2SIG_3229740c3e1c,True,False,
H0437,P1SIG_332ffc56d3f3,P2SIG_332ffc56d3f3,True,False,
H0438,P1SIG_50f90142bd0c,P2SIG_50f90142bd0c,True,False,
H0439,P1SIG_51e8da35a2f4,P2SIG_51e8da35a2f4,True,False,
H0440,P1SIG_9361e82c8d15,P2SIG_9361e82c8d15,True,False,
H0441,P1SIG_f036083179c7,P2SIG_f036083179c7,True,False,
H0442,P1SIG_bba4ca5eed61,P2SIG_bba4ca5eed61,True,False,
H0443,P1SIG_372c6bc45d29,P2SIG_372c6bc45d29,True,False,
H0444,P1SIG_bff3511f2607,P2SIG_bff3511f2607,True,False,
H0445,P1SIG_16e872d84c4d,P2SIG_16e872d84c4d,True,False,
H0446,P1SIG_6cd56a48988c,P2SIG_6cd56a48988c,True,False,
H0447,P1SIG_e30901576d76,P2SIG_e30901576d76,True,False,
H0448,P1SIG_092d6bd8b0c6,P2SIG_092d6bd8b0c6,True,False,
H0449,P1SIG_407d7a777fb2,P2SIG_407d7a777fb2,True,False,
H0450,P1SIG_b8f07f9b5361,P2SIG_b8f07f9b5361,True,False,
H0451,P1SIG_8d5d9ba827aa,P2SIG_8d5d9ba827aa,True,False,
H0452,P1SIG_03c79ad1832e,P2SIG_03c79ad1832e,True,False,
H0453,P1SIG_4b20af09e6b6,P2SIG_4b20af09e6b6,True,False,
H0454,P1SIG_728d734c1e21,P2SIG_728d734c1e21,True,False,
H0455,P1SIG_9a10ee7741bc,P2SIG_9a10ee7741bc,True,False,
H0456,P1SIG_bb40b3396517,P2SIG_bb40b3396517,True,False,
H0457,P1SIG_9c1f1cdb89ad,P2SIG_9c1f1cdb89ad,True,False,
H0458,P1SIG_a0fc5f841749,P2SIG_a0fc5f841749,True,False,
H0459,P1SIG_842c0e3c415e,P2SIG_842c0e3c415e,True,False,
H0461,P1SIG_c1ed9c7c10c6,P2SIG_c1ed9c7c10c6,True,False,
H0462,P1SIG_ecb63d3918a2,P2SIG_ecb63d3918a2,True,False,
H0463,P1SIG_53425b025aa7,P2SIG_53425b025aa7,True,False,
H0464,P1SIG_fac46ccd943f,P2SIG_fac46ccd943f,True,False,
H0465,P1SIG_b620f75510c9,P2SIG_b620f75510c9,True,False,
H0466,P1SIG_80c3c15bf679,P2SIG_80c3c15bf679,True,False,
H0467,P1SIG_e9f226072a24,P2SIG_e9f226072a24,True,False,
H0468,P1SIG_82cc07821380,P2SIG_82cc07821380,True,False,
H0469,P1SIG_b8e8026327a6,P2SIG_b8e8026327a6,True,False,
H0470,P1SIG_580a9571d1e9,P2SIG_580a9571d1e9,True,False,
H0471,P1SIG_02f6e3c66dff,P2SIG_02f6e3c66dff,True,False,
H0472,P1SIG_a4ba50bb638f,P2SIG_a4ba50bb638f,True,False,
H0473,P1SIG_094050e2750c,P2SIG_094050e2750c,True,False,
H0474,P1SIG_40e11207ddf1,P2SIG_40e11207ddf1,True,False,
H0475,P1SIG_cf876a733bad,P2SIG_cf876a733bad,True,False,
H0476,P1SIG_9d61c55e1537,P2SIG_9d61c55e1537,True,False,
H0477,P1SIG_bcdc9fa15163,P2SIG_bcdc9fa15163,True,False,
H0478,P1SIG_b0c50c688ada,P2SIG_b0c50c688ada,True,False,
H0479,P1SIG_9f1a27cb03ff,P2SIG_9f1a27cb03ff,True,False,
H0480,P1SIG_e73ec81b4d5e,P2SIG_e73ec81b4d5e,True,False,
H0481,P1SIG_939836d767b6,P2SIG_939836d767b6,True,False,
H0482,P1SIG_014b20d392a8,P2SIG_014b20d392a8,True,False,
H0483,P1SIG_d3e18ca25c15,P2SIG_d3e18ca25c15,True,False,
H0484,P1SIG_09387d1f9b83,P2SIG_09387d1f9b83,True,False,
H0485,P1SIG_42ab0e175cbf,P2SIG_42ab0e175cbf,True,False,
H0486,P1SIG_77707dcb9dc1,P2SIG_77707dcb9dc1,True,False,
H0487,P1SIG_214a2b0e4ee2,P2SIG_214a2b0e4ee2,True,False,
H0488,P1SIG_df482f4f6e2e,P2SIG_df482f4f6e2e,True,False,
H0489,P1SIG_62c8b2fe3a9f,P2SIG_62c8b2fe3a9f,True,False,
H0490,P1SIG_f6dbab37ada3,P2SIG_f6dbab37ada3,True,False,
H0491,P1SIG_2be67737c1dd,P2SIG_2be67737c1dd,True,False,
H0492,P1SIG_9ad3b39a3b55,P2SIG_9ad3b39a3b55,True,False,
H0493,P1SIG_75bb877d0098,P2SIG_75bb877d0098,True,False,
H0494,P1SIG_db056a0f1b07,P2SIG_db056a0f1b07,True,False,
H0495,P1SIG_6a17c790c715,P2SIG_6a17c790c715,True,False,
H0496,P1SIG_b2ddf3539832,P2SIG_b2ddf3539832,True,False,
H0497,P1SIG_288e15a18005,P2SIG_288e15a18005,True,False,
H0498,P1SIG_e2cd1b53937d,P2SIG_e2cd1b53937d,True,False,
H0499,P1SIG_f26a50092aab,P2SIG_f26a50092aab,True,False,
H0500,P1SIG_66980c98ddf8,P2SIG_66980c98ddf8,True,False,
H0501,P1SIG_c5ce84655028,P2SIG_c5ce84655028,True,False,
H0502,P1SIG_c9877303a06b,P2SIG_c9877303a06b,True,False,
H0503,P1SIG_19ff9cedb22a,P2SIG_19ff9cedb22a,True,False,
H0504,P1SIG_3e55ef64a56b,P2SIG_3e55ef64a56b,True,False,
H0505,P1SIG_f7e1154b55f8,P2SIG_f7e1154b55f8,True,False,
H0506,P1SIG_f88093f8a65a,P2SIG_f88093f8a65a,True,False,
H0507,P1SIG_98d42316ab29,P2SIG_98d42316ab29,True,False,
H0508,P1SIG_58bc45f877d8,P2SIG_58bc45f877d8,True,False,
H0509,P1SIG_e6cbc7d37253,P2SIG_e6cbc7d37253,True,False,
H0510,P1SIG_ce071ac58d54,P2SIG_ce071ac58d54,True,False,
H0511,P1SIG_c22f9f43eb1c,P2SIG_c22f9f43eb1c,True,False,
H0512,P1SIG_08eccae4b698,P2SIG_08eccae4b698,True,False,
H0513,P1SIG_33124f72760c,P2SIG_33124f72760c,True,False,
H0514,P1SIG_74d8207082ee,P2SIG_74d8207082ee,True,False,
H0515,P1SIG_0d0b3964d24d,P2SIG_0d0b3964d24d,True,False,
H0516,P1SIG_7af48edb2110,P2SIG_7af48edb2110,True,False,
H0517,P1SIG_85859628bdf9,P2SIG_85859628bdf9,True,False,
H0518,P1SIG_199a887e157d,P2SIG_199a887e157d,True,False,
H0519,P1SIG_e85051cb2ae6,P2SIG_e85051cb2ae6,True,False,
H0520,P1SIG_940f34a54c52,P2SIG_940f34a54c52,True,False,
H0521,P1SIG_48e2c9cf7a3d,P2SIG_48e2c9cf7a3d,True,False,
H0522,P1SIG_a7a6a3a0d545,P2SIG_a7a6a3a0d545,True,False,
H0523,P1SIG_af5ef696bb03,P2SIG_af5ef696bb03,True,False,
H0524,P1SIG_633d2a0f9abe,P2SIG_633d2a0f9abe,True,False,
H0525,P1SIG_0a5090eb5c4b,P2SIG_0a5090eb5c4b,True,False,
H0526,P1SIG_29d2b80aba5b,P2SIG_29d2b80aba5b,True,False,
H0527,P1SIG_41264269783d,P2SIG_41264269783d,True,False,
H0528,P1SIG_8035806c0c6b,P2SIG_8035806c0c6b,True,False,
H0529,P1SIG_c71cee121365,P2SIG_c71cee121365,True,False,
H0530,P1SIG_64e8fef04ed7,P2SIG_64e8fef04ed7,True,False,
H0531,P1SIG_c2e4205519f8,P2SIG_c2e4205519f8,True,False,
H0532,P1SIG_8206fc145eb5,P2SIG_8206fc145eb5,True,False,
H0533,P1SIG_14b29dc5cab4,P2SIG_14b29dc5cab4,True,False,
H0534,P1SIG_df7822531bbe,P2SIG_df7822531bbe,True,False,
H0535,P1SIG_9d5b1b00dbaf,P2SIG_9d5b1b00dbaf,True,False,
H0536,P1SIG_ca5a856d831c,P2SIG_ca5a856d831c,True,False,
H0537,P1SIG_09ca0f434d77,P2SIG_09ca0f434d77,True,False,
H0538,P1SIG_c97a1c5e436e,P2SIG_c97a1c5e436e,True,False,
H0539,P1SIG_f0c540dd172a,P2SIG_f0c540dd172a,True,False,
H0540,P1SIG_e4a99b40a797,P2SIG_e4a99b40a797,True,False,
H0541,P1SIG_c3261028a132,P2SIG_c3261028a132,True,False,
H0542,P1SIG_4f237b4b2c0b,P2SIG_4f237b4b2c0b,True,False,
H0543,P1SIG_7bc9d33885e4,P2SIG_7bc9d33885e4,True,False,
H0544,P1SIG_35ffc36a4986,P2SIG_35ffc36a4986,True,False,
H0545,P1SIG_bb2532c4f1b2,P2SIG_bb2532c4f1b2,True,False,
H0546,P1SIG_bc9564d1d603,P2SIG_bc9564d1d603,True,False,
H0547,P1SIG_25bed7adce8f,P2SIG_25bed7adce8f,True,False,
H0548,P1SIG_3272252af6a7,P2SIG_3272252af6a7,True,False,
H0549,P1SIG_fa68a3596d7f,P2SIG_fa68a3596d7f,True,False,
H0550,P1SIG_b54a275b51ec,P2SIG_b54a275b51ec,True,False,
H0551,P1SIG_844c23e65fb2,P2SIG_844c23e65fb2,True,False,
H0552,P1SIG_88084b3b7533,P2SIG_88084b3b7533,True,False,
H0553,P1SIG_3e4039eccfd4,P2SIG_3e4039eccfd4,True,False,
H0554,P1SIG_9fdf0d9304a9,P2SIG_9fdf0d9304a9,True,False,
H0555,P1SIG_ce178ca9305f,P2SIG_ce178ca9305f,True,False,
H0556,P1SIG_a4a9a348956c,P2SIG_a4a9a348956c,True,False,
H0557,P1SIG_2b828a106771,P2SIG_2b828a106771,True,False,
H0558,P1SIG_e8713f65724b,P2SIG_e8713f65724b,True,False,
H0559,P1SIG_d4ef955c829a,P2SIG_d4ef955c829a,True,False,
H0560,P1SIG_c5a8ee5a5a11,P2SIG_c5a8ee5a5a11,True,False,
H0561,P1SIG_c8d5d23cb744,P2SIG_c8d5d23cb744,True,False,
H0562,P1SIG_4db937417cb6,P2SIG_4db937417cb6,True,False,
H0563,P1SIG_e0002583e40e,P2SIG_e0002583e40e,True,False,
H0564,P1SIG_7c4030de8198,P2SIG_7c4030de8198,True,False,
H0565,P1SIG_5e8d987276f1,P2SIG_5e8d987276f1,True,False,
H0566,P1SIG_389f3a2a2bee,P2SIG_389f3a2a2bee,True,False,
H0567,P1SIG_dd5219cae731,P2SIG_dd5219cae731,True,False,
H0568,P1SIG_07b0c21c7913,P2SIG_07b0c21c7913,True,False,
H0569,P1SIG_081e3e678ec4,P2SIG_081e3e678ec4,True,False,
H0570,P1SIG_bb14f11f09b3,P2SIG_bb14f11f09b3,True,False,
H0571,P1SIG_34fa7d9b11fb,P2SIG_34fa7d9b11fb,True,False,
H0572,P1SIG_e5cd3a5f157d,P2SIG_e5cd3a5f157d,True,False,
H0573,P1SIG_fe988ef286ae,P2SIG_fe988ef286ae,True,False,
H0574,P1SIG_b04dc0035444,P2SIG_b04dc0035444,True,False,
H0575,P1SIG_4548ac75d7b4,P2SIG_4548ac75d7b4,True,False,
H0576,P1SIG_c294b861c230,P2SIG_c294b861c230,True,False,
H0577,P1SIG_e14a4d648c53,P2SIG_e14a4d648c53,True,False,
H0578,P1SIG_8711842e3f4e,P2SIG_8711842e3f4e,True,False,
H0579,P1SIG_c6ce20955e35,P2SIG_c6ce20955e35,True,False,
H0580,P1SIG_fbcf4eab591b,P2SIG_fbcf4eab591b,True,False,
H0581,P1SIG_fbcf4eab591b,P2SIG_fbcf4eab591b,True,False,
H0582,P1SIG_da6b646a90bc,P2SIG_da6b646a90bc,True,False,
H0583,P1SIG_fbcf4eab591b,P2SIG_fbcf4eab591b,True,False,
H0584,P1SIG_9fde26f6e7c1,P2SIG_9fde26f6e7c1,True,False,
H0585,P1SIG_9a29e1334a62,P2SIG_9a29e1334a62,True,False,
H0586,P1SIG_c93376fdd4f4,P2SIG_c93376fdd4f4,True,False,
H0587,P1SIG_c93376fdd4f4,P2SIG_c93376fdd4f4,True,False,
H0588,P1SIG_eb45a6a5bba1,P2SIG_eb45a6a5bba1,True,False,
H0589,P1SIG_8018479382da,P2SIG_8018479382da,True,False,
H0590,P1SIG_8f7b1fcc65a2,P2SIG_8f7b1fcc65a2,True,False,
H0591,P1SIG_747ee4596665,P2SIG_747ee4596665,True,False,
H0592,P1SIG_8f7b1fcc65a2,P2SIG_8f7b1fcc65a2,True,False,
H0593,P1SIG_08254f17ca2d,P2SIG_08254f17ca2d,True,False,
H0594,P1SIG_51a5cb53dae6,P2SIG_51a5cb53dae6,True,False,
H0595,P1SIG_6d6823fd90b5,P2SIG_6d6823fd90b5,True,False,
H0596,P1SIG_9d1e0e7e59c2,P2SIG_9d1e0e7e59c2,True,False,
H0597,P1SIG_9fde26f6e7c1,P2SIG_9fde26f6e7c1,True,False,
H0598,P1SIG_32aaba810db6,P2SIG_32aaba810db6,True,False,
H0599,P1SIG_32aaba810db6,P2SIG_32aaba810db6,True,False,
H0600,P1SIG_32aaba810db6,P2SIG_32aaba810db6,True,False,
H0601,P1SIG_6bf526c7746c,P2SIG_6bf526c7746c,True,False,
H0602,P1SIG_6bf526c7746c,P2SIG_6bf526c7746c,True,False,
H0603,P1SIG_01280f0541a1,P2SIG_01280f0541a1,True,False,
H0604,P1SIG_f1a3ccbac25c,P2SIG_f1a3ccbac25c,True,False,
H0605,P1SIG_17e0687d24b6,P2SIG_17e0687d24b6,True,False,
H0606,P1SIG_17e0687d24b6,P2SIG_17e0687d24b6,True,False,
H0607,P1SIG_17e0687d24b6,P2SIG_17e0687d24b6,True,False,
H0608,P1SIG_17e0687d24b6,P2SIG_17e0687d24b6,True,False,
H0609,P1SIG_17e0687d24b6,P2SIG_17e0687d24b6,True,False,
H0610,P1SIG_d08a8346fd87,P2SIG_d08a8346fd87,True,False,
H0611,P1SIG_bc5cd7b0cd65,P2SIG_bc5cd7b0cd65,True,False,
H0612,P1SIG_4aa7f6bd737f,P2SIG_4aa7f6bd737f,True,False,
H0613,P1SIG_98a6f5465bda,P2SIG_98a6f5465bda,True,False,
H0614,P1SIG_00cf0ff0d299,P2SIG_00cf0ff0d299,True,False,
H0615,P1SIG_f87bca8aa9da,P2SIG_f87bca8aa9da,True,False,
H0616,P1SIG_db1d114655ba,P2SIG_db1d114655ba,True,False,
H0617,P1SIG_f6209911ce1f,P2SIG_f6209911ce1f,True,False,
H0618,P1SIG_0be7d9e6c975,P2SIG_0be7d9e6c975,True,False,
H0619,P1SIG_67a4ca9c3dec,P2SIG_67a4ca9c3dec,True,False,
H0620,P1SIG_b65a8b6c40d9,P2SIG_b65a8b6c40d9,True,False,
H0621,P1SIG_b017c2b62f4b,P2SIG_b017c2b62f4b,True,False,
H0622,P1SIG_e9f08ce953e9,P2SIG_e9f08ce953e9,True,False,
H0623,P1SIG_d7033349bbe5,P2SIG_d7033349bbe5,True,False,
H0624,P1SIG_1b8c1875da4c,P2SIG_1b8c1875da4c,True,False,
H0625,P1SIG_b333db010a78,P2SIG_b333db010a78,True,False,
H0626,P1SIG_79a71bcd645c,P2SIG_79a71bcd645c,True,False,
H0627,P1SIG_0c3767419c38,P2SIG_0c3767419c38,True,False,
H0628,P1SIG_c57f4279183d,P2SIG_c57f4279183d,True,False,
